"id","issue_title"
25632501170,example.via is not correctly type-annotated
25935796155,I.p.v. locaties het werkingsgebied aan/uit kunnen zetten bij annotaties
25832268645,Aleph viewer demo with astronaut GLB and label annotations
25628091534,--annotate-text does not work with bioportal for all but first line
25978352799,Add implementations of annotation
26026975337,implement ManyToOne and OneToMany annotations
26027278779,Create tests for annotations
26000502759,Task_2_Creating_annotations
25948438338,Implementing annotations
26080483728,"pbmc_final.RDS file doesn't have any cell-type annotation information in its ""Idents"""
24887734367,Feature: Add option to display the number of the annotation
24928162420,Source with BeanAlias-annotated fields cannot be downsized.
24784670702,Please offer more information of annotation
24722037747, annotation format
24741104787,Multiple perfetto debug annotations of args with same type not handled
21465678385,关于voc_annotation 生成train和val文件的问题
21210271642,From where to get the updated youtube annotation plug in
21537789238,annotateRangesWithTxDb function error
21299499168,Missing annotations in the #97-113.wav file
21310876601,SVs not oncokb annotated in new SV implementation
21410430556,(OncoPrinter) OncoKB driver annotation inframe event error
21552483496,How to annotate mutations as pathogenic or VUS and then visualize it?
21215473534,Grafana 8.4.4] After grafana upgrade Alertmanager datasource started behaving strange. One time displaying alarm annotation next time labels
21193517101,Add methods to prospect decorators(annotations) from classes and methods
21080884789,[BUG] Dependency usages from annotations with RetentionPolicy.SOURCE are not considered as used
21388131451,[BUG] Neuron Search by NOT annotation seems to exclude all neurons without any annotations
21202018226,package android.support.annotation does not exist
21192642590,Plan to annotate - Kombu
21152770359,Move to last annotation selected
21213313221,update deprecated annotations in secret
21551185943,"Ingress ServiceBackendPort: ""use-annotation"" got ""string"", expected ""integer"" #581"
20555225190,"Video Play/pause, forward/backward skip by tapping at annotation screen"
20593037271,Make it easier to jump to next stroke count to annotate
20693420497,crashing after hitting next on last stroke count annotation
20749782314,Loading video doesn't clear away previous annotation first
20775372336,"HTTP method annotation is required (e.g., @GET, @POST, etc.). "
20953087919,[feature] User table annotation
20752560419,Implement user interface for annotating vascular liver segments
20653815609,DRB4*01:03:01:02N intron 1 - exon 2 annotation
20901519749,add “loading” while images + annotations are loading from server (contrib. from Harvey K.)
20901973873,"QA - unit tests, storing & handling annotations"
20901986273,Restore annotations (testing)
20982682097,Contour annotations Documentation/Tutorial
22371586819,Nullable reference type annotations
22414569727,Koin annotations
22319836486,Service annotations not being written into n8n/templates/service.yaml
22211311522,saving annotations fron neuroglancer state to annotation tables
22253728600,fixed annotation saving
22338859820,save marked cell annotation bug
22338892504,Show cell type and source for cell annotations in annotaion sessions 
23627868240,Error when build with NextJs - Type error: 'global' implicitly has type 'any' because it does not have a type annotation and is referenced directly or indirectly in its own initializer.
23210306884,Update Toll signalling annotations
23362650938,Wallerian degeneration annotation
23742521146,Add make method annotation to adhere to parameters overwrite
23526678708,Не работает нормально с ForwardRef (Field annotation and validator model are different)
23498486557,The annotation \u0022@RouteScope\u0022 in class Frosh\\Tools\\Controller\\CacheController was never imported
23344412988,Unrecognized annotations should be a compile error
23444824500,`sway-fmt-v2` handle annotations on `enum` and `struct` fields
23468582311,Introduce a new `#[pointer]` annotation to indicate that a given struct field is actually pointer
23229993670,revisit annotation service code to make add-on system more easy to do
23485083213,fix bug in which information from previous variant annotation is saved
23525861723,try catch errors in annotation service to catch programming & http erros etc. in annotation service
23525873395,refactor some of the celery / start annotation service code. Maybe there is a better solution to that
23548520689,Add OpenAPI specification annotation
23419816373,Issue annotating HTTP
23231681322, '../Data/falldata/Home/Annotation_files' # bounding box annotation for each frame.
23233304043,New annotation @JOB_RUN_ONLY_ONCE == @JOB_RUN_AFTER_SERVICE_START (run jobs only once after start jpgAgent)
23579326678,fix error when seqlevels of annotations does not contain complete seqlevels of fasta and data
23319006344,modules/cloud-run: should allow defining metadata/annotations
19811290683,Ingress resource created by HTTP01 challenge is blocked by ingress-nginx due to hardcoded annotation
19874884724,Add more options for generate the private key on ingress annotations
19968563968,NoUnused.CustomTypeConstructors is reported for types used in phantom builder annotations
19662428208,violates JLS formatting for type annotations
19784364852,Make use of ingressClassName instead annotations
19629878565,boxplot of gene expression across clusters/annotation
19742883585,"Handle BundleInstances that don't contain the ""kuberpak.io/install-namespace"" annotation"
19566956791,Colored pixel value in annotation
19694723238,Text annotation for oncoprint
19729661281,annotation_name_side and anno_empty
19627283635,Pass search annotations as data parameters
19550107262,Autocomplete errors when annotation does not yet have a method
19936357118,License Policy Violation detected in jakarta.annotation-api-1.3.5.jar (Multiple Licenses)
19936359433,License Policy Violation detected in jboss-annotations-api_1.3_spec-2.0.1.Final.jar (Multiple Licenses)
19663443363,How to null-annotate members of a type that has lifecycle
19953440852,A class annotation to discourage nullable usages of the type it defines
20001618463,"Ability to apply non-nullness to an individual type usage (e.g., a type-use annotation like @NonNull)"
19918434033,custom annotation
19551756183,Rectangular annotations are not detected
19650460007,Possible annotation errors for human-written captions
19600701246,Add extension / annotation for restoring system properties
19723400756,Colour in annotations
19636372336,ci: add annotation for deprecation / error / warning notices in ci output
20081668016,Add JvmOverloads annotation to constructors
20429277247,"As a user who uses hardcopy tracking, I can annotate delivery orders"
20296230539,Potential of neuroglancer annotation from Annotation data table
20076260767,Improve `covalent._shared_files.config.get_config` logic and parameter annotations.
20422646040,[Bug] Discrepancy in annotation arguments
23996418462,Add nullability annotations for better Kotlin support
24186097337,"After clicking ""Show annotation"" checkbox, manual annotations cannot be added"
24086599051,reusing pascal-voc annotation to re-train a VIAME detector
24037612402,Deprecate KongIngress fields that are available via annotations
23907123479,fix wrong type annotation around the project
23825679202,Add a spec update method that will add the spec changes to the spec diff annotation and also to the ingress spec
24165648816,kuadrant.dev/custom-hosts.replaced annotation has nothing meaningful in it
23001160602,Some mistakes in annotations
22954245015,UD annotation scheme
21851260838,Video analysis for allowed activity classification & annotation.
21851329551,Fix data annotation/labeling planning for both people detection and activity recognition
21590380865,Add Release annotations for Application Insights terraform pipelines
21764841051,Add view to make annotations for pre-selected tweet-relations
21764932495,"Remove tweets with 0,1,2 annotations"
20658814348,Remove the annotation below each page
20655661818,For the dto packages make use of the builder annotation
20622619009,Create IntellijIDEA plugin for inject logger field in class with annotation
20550442238,Ingress manifest samples should use the ingressClassName field rather than the deprecated kubernetes.io/ingress.class annotation 
20862374894,[application-gateway/ingress-controller-annotations] Please update the annotation list or add a link for azure.github.io/application-gateway-kubernetes-ingress/annotations
21012233876,annotate_peptides function does not show error for mismatching identifiers
21012327227,A progress bar would be useful for the annotate_peptides function
20557395397,Compilation to flatzinc from minizinc with search annotations using -O2...5
20994462347,Warm start search annotations is not correct
20573610384,[Feature Request] serviceAccountName and metadata annotations for deployment
20934991582,Dans l'annotation les tags ne respectent pas la bonne hiérarchie/ordre
20935059008,Modifier l'annotation
20979247087,agat_sp_manage_functional_annotation.pl formatting issue
20980170774,Timestamp annotation does not advance without renderer instances
20686552527,Support for v3 annotationPages that link to a manifest
20968894845,Bad JSON form while saving shapely annotations
20519542377,role repository required annotation
20735590772,BUG: Error processing files with one annotation
20830565326,DOC: add 'prerequisities' and 'objectives' at top of 'autoannotate' tutorial
20785582501,Please share fine tuning of DiT with any label studio annotations
24904782395,[PE-D][Tester B] Unannotated student fields
24679771661,Adding labels and annotations to pods
24576295575,"""Redo"" and ""Save annotation"" both have Ctrl + Shift + Z as shortcut"
24444767193,Inconsistent annotations across tables
20723853582,iOS - UI elements annotation
21794014951,annotate_special/source.set_data: data tensor indexing edge case
21657447384,Chart option to include annotations
21835927180,"PHP 8 attribute for ""defer"" annotation"
21760576017,splitdef and gatherwheres incorrectly handle return type annotations
21986047582,Review signaling pathway annotations
21604111836,Genome labels are only being rendered with color annotations
21879096686,Add annotation for ABI method payability
21830356607,Add TP53 database annotations to frontend variant page
22049013544,Also add annotation queue line for all new imported variants from mass-import heredicare
22052280078,redirect to 'variant deleted' page if variant was deleted during reannotation
22055937587,fix database row duplication bug when reannotate button is pressed
21873677704,Add pop up to Fmin and Fmax radial button area in annotator panel
21591734297,Overwriting images and annotations
21562121231,How to merge the annotation files obtained by the two softwares?
21857120770,uc-crux-llvm: Abstract type and operations for tracking symbolic value annotations
21573416935,LLVM 14.0: Support `btf_tag`-related annotations in metadata types
21662180662,Add controller method @AcceptBody([views]) annotations
21897532109,Anonymous users have an option of adding dataset and annotations to a map
21793635403,Incompatibility with flutter_stripe on flutter version 3 because of freezed_annotation dependancy
21861868443,Use nullable annotations in generated code.
21971868682,Semantic release with google cloud CI/CD using git annotation tag
21777719518,[FR] Examples for annotated TPs uploading
20825113284,@warning_ignore(unused_parameter) annotation doesn't remove the warning.
20889314937,Question about the category annotation
20641835613,How to segment specific objects on pre-trained model and store annotations?
20865208462,jams annotation order vs filenames?
20563877742,OSGi manifest imports com.google.errorprone.annotations
20870660194,Define and use Experimental annotations
20800488946,Add IDE friendly type annotation for jit
20585942278,KSP Common Metadata Task Fails with null for default annotation arguments
20602882377,KSP cannot find KClass provided via annotation
20834666882,NoSuchElementException when getting annotation arguments from FB's infer
20998333133,classes that inherit abstract classes w/ annotations always report validate() == false
20879459229,How to get camera-target and camera-orbit values for annotations
20652550187,Adding type annotation for class instance
20897681535,Duplicate class androidx.annotation.AnimRes .... when building Unity VR Project for Android
21013262674,Type annotations
20598676691,[Docs] Consider annotating parameters in `gradio`'s API docs.
20637567686,Support annotationProcessor in Test Suites' dependencies block
20661343954,expression expected if build script consists only of plugins block and an annotation above the block
20596731604,[Bug] missing annotations to grafana deployment
20696784771,Annotations from multiple datasources do not show the full annotation
20711834634,A11y : Cannot save single annotation
20934056109,Varaibles not being resolved in alert annotations and labels
20838672289,Add annotations to homepage background
20923572353,Restyle annotate button on homepage
20554976576,vcf-readcount-annotator
20688086646,Page Header - Further annotate use cases
20514212921,"""jaxrs-resteasy-eap"" with ""withXml"" not generating annotations for XML"
20707946409,Class function conversion should also respect type annotation
20912022251,What happens to non-protein coding annotations
20882995395,(issue #1783 revisit) ObjectID picker exhibits sloppy behavior on annotations with large display windows
20790940666,"Hi, may I ask what annotation tool you are using?"
21044395654,Basic Formats for Unannotated Rhyme Collections
20611951828,App crashes attempting to remove annotation from click event
20806193536,Ingress backend-config-snippet annotation not added when Ingress created
26040884047,How to add multiple text annotation?
25749729863,Support for five quality annotation
25848458376,"Re-check documentation links, annotations"
25887369485,Add GO annotations
25797452756,Cannot generate Matcher/Finder for annotated types in `integration_test` folder 
21253869237,Python Coding Convention: Add discussion of type annotations
21206388005,Feature Request: Support customizing note name when extracting annotations from PDF files that are not part of the BibTeX library
21347552214,Cannot find mean annotation for junior and senior.
21306773142,L7 visibility annotations break cluster's external connectivity in kube-proxy replacement mode
21444864169,Maureen needs to be able to set the annotations on the generated sealed secret
22174810209,Image annotation  (s-7/6/22-12:01 pm  e-9/6/22)
22422100445,Default annotation tool
22543517974,Check annotation from ACME AI
23966396073,Method springSecurityFilterChain in org.springframework.security.config.annotation.web.configuration.WebSecurityConfiguration required a bean of type 'com.xx.HttpApi' that could not be found.
23795254086,Use an annotator in Lightning workflows
23252506677,Resolve warning 'org.springframework.security.config.annotation.web.configuration.WebSecurityConfigurerAdapter' is deprecated 
23723042130,The same predicted coding sequence annotated as multiple genes in METABOLIC_result.xlsx
23242130483,"Instead of common gene name, gene column of the annotation file is displaying one transcript name"
23620876115,HW 27 (Required)  Create Custom annotations that will be used for mapping table(s).
22953331240,Protein secondary structure & domain annotation
22897688263,Training MSFC-NET on HBB annotations dataset
22956144103,"in your paper you have used dota devkit to resize training set into multiple scales, ×1.2, ×1, and ×0.4, and crop them into 512 × 512, did you use OBB annotation format for training ? "
22880742342,Replace ambiguous @JvmSynthetic annotation with a type alias
22836081827,Add type annotations to docstrings
23101496785,Add type annotations
23030148200,OSGI: Add ability to generate SCR xml from OSGI annotations during build by Idea
22747883407,Add `KernelType` type annotation
23125083684,Lacking annotation files for evaluation
22783074270,Question : annotate again a previously saved image
22797580076,Adding type annotations?
22651971517,:bug: Source Mixpanel: SAT failed due to empty `annotations` stream
22662616480,Embedding AIRR annotations in scanpy/scverse objects
22867347015,Some functions of utility lack annotation descriptions
22867480950,Data type used in keyconverter function is missing annotation
22651909765,Add annotations and labels to generated secrets
25708420958,How to fix problem regarding transcript duplication in trinotate annotation file
25839854317,[TECH_TASK] Create annotation for various purposes
25970601100,Intellisense Not Supported JSDoc annotation @yields
21688658784,CSI annotation warning 
21958030933,Use prefix for added annotations
21857246566,Error in chewbbaca: Uniprot annotation step
25814166579,ApiOperation-annotation tips
25956183951,Return type annotation with `where` blocks fail to compile
22768759886,Wrong or unnecessary promethues annotaions on NPM deamonset
22862281359,Path annotation that allows multiple paths.
22818480785,[pylint] from __typing__ import annotations
23098101843,[APIView][Python] make sure we support best practices for accessing annotations
22939541945,Add documentation for sidecar injection annotation
23155352898,Control parameter file generation with annotation
23143641329,Wrong URI and wrong placement of provenance annotations
22770937750,Remove @group annotation by inherited/implemented class/interface
19800819323,`GetIdentifierWithArity` does not respect `SymbolNameKind.Metadata` containing arity annotations
19962338660,"Use ""ManyToMany"" and ""ManyToOne"" annotations for models"
19982840766,About the annotation files
19674607968,Config excludeFromPropagationAnnotations not excluding annotations for various created resources
23597446194,`skaffold.yaml` schema should accept annotations 
23462675704,Cursor position for return type annotation is being skipped
23591493375,annotate_loop.sh is not scalable
19739557048,Plugin loading error on Python 3.7 due to missing typing.Final type annotation
19847348813,Redefined the data structure for kata config and be able to update kata config securely by annotation
19881441297,Storyboards annotations
19956832981,Add tests for preserving existing annotations
19748937418,Remove CDI annotations
19875984512,Provide a named listener annotation for Message Throws
19914869546,Provide Data Source annotation for processes
19634743676,Suffix row number annotation to Examples/Table rows
22939464259,Extra features for data generator for annotation
23068776179,How to add annotations?
22794277938,glue_tubes_keypoints_dataset_134imgs annotations json file 
22672166557,Apply physical impulse to character from annotations
22800472437,[Proposal] Add  '+ioc:autowire:proxy=' annotation to disable generation of proxy related codes.
23040673857,`Document._annotate_box_group` returns empty SpanGroups
22749994790,Pages show HTML comments from `config.action_view.annotate_rendered_view_with_filenames`
22724434565,redundant @covers annotations in tests
24015333515,Replay tool to replay a kaggle/lux replay with debug annotation turned on and error logging turned on.
23930306493,Don't count scope annotations as an object creation
23978295128,How to add annotations to edges of a SimpleDiGraph?
24031900984,Allow RG annotations to be sorted by creation date
24054957698,Enhancement: Allow adding comment on annotation view
24069114955,"PDF annotate export pdf corrupted ""no pages"""
24181939666,Incremental annotation processor
20427626375,"Allowed activity data collection, annotation"
20479480002,B2B data annotation
20497218921,IN house RTSP data annotation.
20046310133,AGPL-3.0 License File shows Httpyac annotation?!
20491684273,no annotations jar on jitpack
20468716126,Are type annotations allowed in pull requests?
25599075659,Fix type annotations of decorators
25776098526,Optional type field for target annotations
25731005640,How to create annotations for objects comprised with two polygons?
25964396411,The question for yolov7 keypoint detection annotation format
20881187890,Add probe annotation data to ecephys VBN nwb files
20602757145,Data annotation #154
20602865049,Data annotation #192
20608473303,Data annotation #141
20608612854,Data annotation #192
21009819607,Drinking data annotation & training
20898838980,Semantic Segmentation S3DIS label annotations
20612030210,Inserting both long and short read .fastq filepaths in -r txt file (from polished contig annotations)
20723240744,Allow annotations to follow the pdf page
20830233522,Annotation models should have references to annotation parts
20830238753,Integrate annotations with the frontend
20830243587,Markdown annotation section
20831155919,Dragging an annotation out of the PDF will make it such that it will be permanently stuck at that position
20831172289,Min/Max not working for annotations
20831319087,"Dragging a big annotation from the toolbar will ""snap"" it to the mouse/finger center."
20831340685,Delete confirmation before deleting an annotation
20832059086,selection box for adding annotations
20835741935,Dragged annotations should always be on top of other annotations
20837918341,Implement annotation CRUD using websockets
20876291596,Create tap gesture for annotation
20876304914,Drawing annotation part
21029017651,Add ability to change selection box position after an annotation is added.
25941854749,Where are the annotations?
25587557170,Go to annotation in browse annotation list when clicked in the view
25886606851,Make annotations documentation up to date
25832798146,SerialInfo annotations on enum classes are not saved in 1.7.20+
26012959074,Type annotations
26046032634,Make @Comment accept a String value as the comment line instead of making the annotated field as a comment line
21147659053,The example is not generated when the entity is not annotated with OpenApiSchema
21506238234,"Remove ""offset"" field from annotation tables"
21277586507,"Unable to perform ""fullcluster"" restart using annotation without deletecollection permission on pods"
21449567780,About the stuff categories annotation.
21080560093,Flag annotations
21086975969,Allow subsetting of stat_annotate_ functions
21087008112,Change alignment of annotations
21087746127,stat_annotate_ functions fail when `annotation_label` is not numeric
21252376823,The inferred type of '...' cannot be named without a reference to '..node_modules/zod/lib'. This is likely not portable. A type annotation is necessary.
21106049470,Export MGF with annotated fragment ions?
23863024827,"Support ""Caret"" annotation"
23866128209,Re-add JSDoc annotations
24125407757,Ability to more around with up and down arrows in the annotation tab
24125506977,Ability to change color of multiple CELL annotations at the same time
24150611524,add Point Column flexibility for synapse annotations
22300030090,rollme annotation causes ArgoCD to always restart the daemonset
22103259472,Problem on download of scannet plane annotation
22237919932,Philosopher 4.2.2 cannot annotate databse
22227912766,"[Bug]  IndexError in spike_train_synchrony.py, annotate_synchrofacts"
22232155213,matcher annotator
22439102330,Cellxgene Gateway hangs when h5ad file has many annotations
22458069919,Add `StringSyntaxAttribute` annotations for some methods
22585235547,[REQ] Cookie parameters are not annotated as such in typescript
22600017292,Setting the timeout of a single interface method by annotation
22444851798,Add knative prefix back to the annotation key
22301317123,Added support for annotation aliases to make them simpler
22242925903,Add @NotNull annotations for Consumers
22095713701,JSON structure for annotations in instance API
22411698602,Add @DQL annotation for NoSQL repositories
22546825449,Consider options for the NoSQL @Embeddable annotation
22546868200,Ensure that ClassMapping lookup works when the `@Entity` annotation has no name set
22583738747,"Add ""precision"" value to ItemStorage annotation"
22232368475,"""from __future__ import annotations"" error I am getting."
22248749131,How can I use Multiple-threads when conducting annotation updating?
22246654468,Rename 'Interactions' heading in annotation pop-up
22602834534,Disease name annotations do not show pathogen or host display names
22310850646,"@Valid, @NotNull annotaion"
21819839733,Are annotations really stored as semicolon-delimited objects?
21897877949,Respect common annotations on EntityViews for GraphQL type generations
23003986466,Uncaught exception in LF declaration with missing binder annotation
22749651216,Extraction of annotation files error with getAnnotation(bgee)
23013672738,@Formula annotation in subquery results in The cte column [null] has already been bound!
22792418279,NCBI has different annotation
23152468294,Add @CrossOrigin annotation to all controllers
22654654625,annotation_reliant index out of range
23111797552,Why set temporal frames from default 2 to 10 when 'lidar_depth' and 'annotated_lidar' are enabled?
23134736067,How to train with other depth annotations
20832815242,`NoReturn` type annotation shouldn't be treated as a return
20804681415,"ionConfigWebApplicationContext - [] Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanDefinitionStoreException: Failed to process import candidates for configuration class [io.nflow.jetty.config.NflowJettyConfiguration]; nested exception is org.springframework.context.annotation.ConflictingBeanDefinitionException: Annotation-specified bean name 'statisticsResource' for bean class [io.nflow.rest.v1.jaxrs.StatisticsResource] conflicts with existing, non-compatible bean definition of same name and class [io.nflow.rest.v1.springweb.StatisticsResource]"
20644660390,the SecuritySchemeIn param in SecurityScheme annotation
20902734053,tutorial/documentation on creating on a new annotation property
20723459203,"""OData v4 Client Code Generator"" should take into account Description and LongDescription annotations and turn them into comments."
20615522962,Unable to retrieve vocabulary annotations for operation parameters in CSDL
24946841235,Marker node annotations should not make zinc groups
25428431700,Investigate label/annotation structure of labelstudio.
25130414169,"Seeing this in my notifications, I got [nerd sniped](https://xkcd.com/356/) and came up with a spectral colormap based on @dopplerchase's annotations, similar to @wx4stg but with fading to black on the low end and tweaking lightness in CIELab space to be piecewise linear. Here's a sample figure of it:"
24992492501,Ability to hide a polygon if there are multiple in one annotation layer
25062842854,Hide delete icon for polygon line segments in annotations tab.
25523781991,Drawing annotations on https://webdev.dk.ucsd.edu/preview/?id=576 not working
25067016566,Table annotation？
24978038308,Can't annotate files on erlmld
23513439052,Usage of VEP annotation tool instead of ANNOVAR
23573610653,Finish annotating classic models demo script
23520527625,Feature Request: Generate headstart annotation from an Atomic site.
23692732708,Theme Support: Automate diff creation and generating Headstart annotation for new theme
23467665229,annotationAttributes is deprecated but still used in examples
23706093790,"client, bug that class annotated @Fluent when all setter is in ctor"
23490835268,"WARNING {JavaFunctionBroker.addJavaAnnotationLibrary}: Customer is not providing java annotation files, they may not use the latest version of java library and maven plugin."
23574010751,Bug Bash: No intellisense of SDK annotations
23269120727,"LinkageError: Package versions: jackson-annotations=2.12.3, jackson-core=2 .12.3, jackson-databind=2.12.3, jackson-dataformat-xml=2.13.3, jackson-datatype-jsr310=2 .11.2, azure-core=1.30.0, Troubleshooting version conflicts: https://aka.ms/azsdk/java/dependency/troubleshoot"
19924482475,"Cannot use ""annotationProcessor ""com.github.Anuken:jabel:$jabelVersion"""
19859863717,Keeping track of # annotation trials per account
19926809536,view all annotations and modify/delete them on user dashboard
19926840452,Dashboard to monitor all user annotations on platform
19569482966,Human36M annotations
19586176391,The meaning of 'kp3d_mono' and 'kp3d' in h36m annotations?
19953115277,Add combining annotations to affinity patches
22039900477,Is the input file only in pcd format when annotating 3D point clouds?
21667667413,Remove the following annotations from containers
21917173202,"Check for `annotated-types` constraints in `st.from_type(Annotated[T, ...])`"
21830565122,"nalopen artikelen op structuur, zinsnede, lijstaanhef en kenmerken/annotatie"
21888124710,Links for Deafness gene annotation don't work
20516062691,PDF annotation support
20751446205,Center camera on annotation
20811247491,Support human pose annotation
20922113884,How to annotate the text on images for LayoutLM model training?
20622927714,"Error: UPGRADE FAILED: rendered manifests contain a resource that already exists. Unable to continue with update: IngressClass ""nginx"" in namespace """" exists  and cannot be imported into the current release: invalid ownership metadata; annotation validation error: key ""meta.helm.sh/release-name"" must equal ""ingress-public"": current value is ""ingress"""
20517484519,Option to remove annotation while drawing
20537750709,Stock tools GUI annotation should go to new step on mouseDown
23517225008,FOV annotation moves when changing viewpoint
23663287929,Parse and format template annotations
23347707848,RedisCluster pod template annotations are not being passed to created pods
23523813713,No result on bulk annotation and Image map annotation for any image under idr0015
23409649716,Deafness gene annotation not always present
23701391144,Add a flag when a new annotation is used
23287020679,Consider adding option --annotate-inferred-axioms true to release products
19988877310,Adopt ``Quantity`` type annotations that preserve units
19989084983,Make validators compatible with `Quantity` type annotations that preserve units
21926500985,Swagger error on ui and annotations
21743947256,Page 32 annotation typo
21570845786,Faulty annotations in 2D
22052157104,Native Support for json_serializable / json_annotation packages
21647447651,Ctor annotated with @AssistedInject reported as unused
21772271308,Default annotation argument values missing during non-jvm processing
21787571315,NoSuchElementException when getting a default argument of the inner annotation type
21831674363,@Inherited annotation query not resolve child classes 
21970975245,Mediapipie hand pose depth annotation problems
21781463874,Precomputed annotation and scale level
21644204121,Better error message when using array ellipsis not type annotated
21778899066,Verify that resource referenced in request field has pattern(s) present in google.api.http annotations
22003148530,tests.unit.gapic.aiplatform_v1beta1.test_dataset_service: test_list_annotations_pager failed
22003149206,tests.unit.gapic.aiplatform_v1beta1.test_dataset_service: test_list_annotations_async_pager failed
21999968663,tests.unit.gapic.vision_v1.test_image_annotator: test_batch_annotate_images_flattened failed
21999968948,tests.unit.gapic.vision_v1.test_image_annotator: test_batch_annotate_images_flattened_async failed
21999969375,tests.unit.gapic.vision_v1.test_image_annotator: test_batch_annotate_files_flattened failed
21999969640,tests.unit.gapic.vision_v1.test_image_annotator: test_batch_annotate_files_flattened_async failed
21999969952,tests.unit.gapic.vision_v1.test_image_annotator: test_async_batch_annotate_images_flattened failed
21999970231,tests.unit.gapic.vision_v1.test_image_annotator: test_async_batch_annotate_images_flattened_async failed
21999970591,tests.unit.gapic.vision_v1.test_image_annotator: test_async_batch_annotate_files_flattened failed
21999970894,tests.unit.gapic.vision_v1.test_image_annotator: test_async_batch_annotate_files_flattened_async failed
21999971416,tests.unit.gapic.vision_v1.test_image_annotator: test_async_batch_annotate_files_flattened failed
21999971688,tests.unit.gapic.vision_v1.test_image_annotator: test_async_batch_annotate_files_flattened_async failed
21999973346,tests.unit.gapic.vision_v1p1beta1.test_image_annotator: test_batch_annotate_images_flattened failed
21999973608,tests.unit.gapic.vision_v1p1beta1.test_image_annotator: test_batch_annotate_images_flattened_async failed
21999974479,tests.unit.gapic.vision_v1p1beta1.test_image_annotator: test_batch_annotate_images_flattened failed
21999974767,tests.unit.gapic.vision_v1p1beta1.test_image_annotator: test_batch_annotate_images_flattened_async failed
21999974979,tests.unit.gapic.vision_v1p2beta1.test_image_annotator: test_async_batch_annotate_files_flattened_async failed
21999975051,tests.unit.gapic.vision_v1p2beta1.test_image_annotator: test_batch_annotate_images_flattened failed
21999975552,tests.unit.gapic.vision_v1p2beta1.test_image_annotator: test_async_batch_annotate_files_flattened_async failed
21999975894,tests.unit.gapic.vision_v1p3beta1.test_image_annotator: test_batch_annotate_images_flattened failed
21999976085,tests.unit.gapic.vision_v1p2beta1.test_image_annotator: test_async_batch_annotate_files_flattened failed
21665389601,Pathological CDS annotation classified as having no issues due to phase handling
21589473255,Pom Updates and getting hibernate/javax annotation binding working
22007636360,@file annotation in precompiled script plugins leads to unexpected behavior on publishing
21692322916,State Timeline - Y labels & annotations shifted from graph
21793165206,Prometheus annotations don't show its tags
